product_id,product_name,barcode,old_image_url,new_image_url,source,score,status
1675,ارز بلبن الفردوس,012,https://www.qebox.app/qebox/wp-content/uploads/2025/01/WhatsApp-Image-2025-01-21-at-12.19.40-PM.jpeg,https://www.thaqfny.com/wp-content/uploads/2021/05/رز-بلبن-بطريقة-المحلات-والطعم-تحفة.jpg,DDGS-Image-Search,40,resolved
1747,عرض شامبو وبلسم تريسمي,6221155213747,,https://m.media-amazon.com/images/I/61mmwDLjYVL._AC_SL1000_.jpg,DDGS-Image-Search,90,resolved
1754,شاور لوكس 500مل بنفسج,6221155215581,,https://benselemanmarket.com/wp-content/uploads/2025/05/6221155211538-1.jpg,DDGS-Image-Search,75,resolved
1749,عرض شامبو دوف بخصم,6221155142122,,https://m.media-amazon.com/images/I/517ZXHxdlQL._AC_SL1500_.jpg,DDGS-Image-Search,90,resolved
1751,هاند وش لوكس 500مل,6221155608000,,,,0,not_resolved
1798,كرتونه مياه  كمننه 300مل,106,,https://m.media-amazon.com/images/I/81mU2yZSLCS._AC_SL1500_.jpg,DDGS-Image-Search,90,resolved
1757,باكت مولفكس 3,6223007656160,,https://alhayah-cosmetics.com/wp-content/uploads/2025/02/ad383e3e-8954-4282-9c79-ebddb808e696.jpg,DDGS-Image-Search,40,resolved
1801,كرتونه زيت 1 لتر,109,,https://m.media-amazon.com/images/I/41Lc3b-aU+L._AC_.jpg,DDGS-Image-Search,90,resolved
1811,ترته الصعيدي,015,,https://gate.ahram.org.eg/Media/News/2023/8/18/2023-638279900341691371-169.jpg,DDGS-Image-Search,40,resolved
1815,شويبس فانتا تفاح احمر ستار,5449000322494,,,,0,not_resolved
1814,كانز جيب شويبس اناناس,5449000321602,,https://www.elmezantrade.com/wp-content/uploads/2023/11/167.jpg,DDGS-Image-Search,95,resolved
1810,اجمالي الصعيدي,014,,,,0,not_resolved
1820,مزارع دينا 1لتر -ليمون,6224000432553,,https://cdn.mafrservices.com/sys-master-root/h76/hbc/47699591987230/528943_main.jpg?im=Resize=480,DDGS-Image-Search,95,resolved
1752,هاند وش لوكس500مل ورد,6221155607973,https://www.qebox.app/qebox/wp-content/uploads/2025/06/%D9%84%D9%88%D9%83%D8%B3-%D8%BA%D8%B3%D9%88%D9%84-%D9%8A%D8%AF%D9%8A%D9%86-%D8%A8%D9%86%D9%82%D8%A7%D8%A1-%D8%A7%D9%84%D9%88%D8%B1%D8%AF-%D8%A7%D9%84%D9%86%D8%A7%D8%B9%D9%85-500-%D9%85%D9%84.png,,,0,not_resolved
1162,خبز ريتش بيك كيزر سمسم,6223000431009,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/6/2/6223000431009_225g.jpg,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/6/2/6223000431009_225g.jpg,DDGS-Image-Search,95,resolved
1859,مخبوزات,016,,https://img-global.cpcdn.com/recipes/189122e57ed38f96/1200x630cq70/photo.jpg,DDGS-Image-Search,40,resolved
1865,شيكاره دقيق 10ك,113,,https://www.egblog.news/wp-content/uploads/2024/01/سعر-شيكارة-الدقيق-2022-بعد-الزيادة-في-مصر.webp,DDGS-Image-Search,40,resolved
1867,اكواب تيك اواي,021,,https://images.dubizzle.com.eg/thumbnails/43272984-400x300.jpeg,DDGS-Image-Search,40,resolved
1899,كيندر دابلو,80052357,,https://images.openfoodfacts.org/images/products/000/008/005/2357/front_de.24.400.jpg,OpenFoodFacts-Barcode,97,resolved
1874,عصير ابو فارس 2لتر -مانجو,023,,https://media.zid.store/3a3b6b8f-fcb5-45e3-9a9c-59dc20b95d45/523df628-9c75-48e0-947a-faeaffc9bd40.png,DDGS-Image-Search,75,resolved
1866,شيكاره دقيق 25ك,114,,https://www.egblog.news/wp-content/uploads/2024/01/سعر-شيكارة-الدقيق-2022-بعد-الزيادة-في-مصر.webp,DDGS-Image-Search,40,resolved
1913,تريدنت فراوله,7622202330568,,https://images.openfoodfacts.org/images/products/762/220/233/0568/front_en.4.400.jpg,OpenFoodFacts-Barcode,97,resolved
1881,فانيليا دريم حجم اكبر,6223003946050,,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/6/2/6223003942557_-_500gg.jpg,DDGS-Image-Search,95,resolved
1906,ارز الساعه 5ك,6224001074011,,https://www.elmezantrade.com/wp-content/uploads/2023/11/3-600x893.jpg,DDGS-Image-Search,95,resolved
1920,كلورتس نعناع,7622202348402,,https://www.hoodamath.com/large/1024/unblocked_1024.png,DDGS-Image-Search,40,resolved
1941,ايس كريم كونو اكستريم,6222020802875,,https://albadeel.org/wp-content/uploads/2024/05/آيس-كريم-كيمو-كونو-نستله-Nestle-Kimo-Cono-Ice-Cream-scaled.webp,DDGS-Image-Search,40,resolved
1965,ايس كريم كوناتا شيكولاته,6224007717318,,https://icefoodeg.com/wp-content/uploads/2022/09/Conata-Bulcone-560x560.png,DDGS-Image-Search,40,resolved
1990,جيرسي ايس كريم كوب,6224007717394,,https://icefoodeg.com/wp-content/uploads/2022/09/Gersey-Cup.png,DDGS-Image-Search,40,resolved
1976,ايس كريم كونو ب5ج,725765203960,,https://m.media-amazon.com/images/I/61Fv90gkIkL._AC_SL1500_.jpg,DDGS-Image-Search,90,resolved
1980,ايس كريم سندوتس 5ج,6774447100220,,https://cdn.mafrservices.com/sys-master-root/h09/h06/32699410251806/336729_main.jpg?im=Resize=480,DDGS-Image-Search,95,resolved
1993,ايس كريم فراي داي كوب - اوريو,6224008857518,,https://images.openfoodfacts.org/images/products/622/400/885/7518/front_en.3.400.jpg,OpenFoodFacts-Barcode,97,resolved
1991,جيرسي ايس كريم كوب,6224007717431,,https://icefoodeg.com/wp-content/uploads/2022/09/Gersey-Cup.png,DDGS-Image-Search,40,resolved
1992,جيرسي ايس كريم كوب 5ج,6224007717202,,https://grafe.de/wp-content/uploads/2019/08/palisadenbord_rot.jpg,DDGS-Image-Search,40,resolved
1937,ايس كريم ميجا-فانيليا,6222020804947,https://www.qebox.app/qebox/wp-content/uploads/2025/04/Untitled-1-Recovered-0%D9%A6.png,,,0,not_resolved
